499.8439	2.698834396	1.15E-05	
445.1852	2.648540718	2.35E-06	1.82E-04
420.2812	2.623539964	3.82E-05	1.43E-03
396.2725	2.597993935	9.14E-05	2.08E-03
374.2965	2.573215766	0.000149147	2.33E-03
353.2911	2.548132697	0.000128375	8.28E-04
333.2971	2.522831535	0.000111095	6.83E-04
314.7341	2.497943799	0.000137395	1.06E-03
297.0946	2.472894758	0.000103758	1.34E-03
280.2622	2.447564527	7.24E-05	1.24E-03
264.6303	2.422639569	0.000120225	1.92E-03
249.7135	2.397442022	0.000206035	3.41E-03
235.6421	2.372252884	0.000178559	1.09E-03
222.4749	2.34728102	0.00014102	1.50E-03
209.8805	2.32197209	0.000227084	3.40E-03
198.0224	2.29671432	0.00031249	3.38E-03
186.8918	2.271590247	0.000310692	7.16E-05
176.3304	2.246327193	0.000254605	2.22E-03
166.3765	2.221091984	0.000409037	6.12E-03
157.0024	2.195906291	0.000395637	5.32E-04
148.2131	2.170886591	0.000461366	2.63E-03
139.7171	2.145249563	0.000500248	1.52E-03
131.8095	2.119946713	0.000604813	4.13E-03
124.3424	2.094619246	0.000672986	2.69E-03
117.2837	2.069237658	0.000736029	2.48E-03
110.6868	2.044095832	0.000827147	3.62E-03
104.3937	2.01867429	0.000957971	5.15E-03
98.45451	1.993235615	0.001077205	4.69E-03
92.89352	1.96798542	0.001299677	8.81E-03
87.63161	1.942660791	0.001405602	4.18E-03
82.60664	1.917014958	0.001651793	9.60E-03
77.91561	1.891624475	0.001817331	6.52E-03
73.47865	1.866161169	0.002115695	1.17E-02
69.28185	1.840619476	0.002388467	1.07E-02
65.2793	1.814775489	0.002800173	1.59E-02
61.56933	1.789364428	0.003136657	1.32E-02
57.99891	1.763419832	0.003542807	1.57E-02
54.67827	1.737814765	0.004059061	2.02E-02
51.50642	1.711861365	0.004591758	2.05E-02
48.5788	1.686446783	0.00502483	1.70E-02
45.74532	1.66034667	0.00561955	2.28E-02
43.1082	1.634559889	0.006290478	2.60E-02
40.55997	1.608097625	0.007010571	2.72E-02
38.2167	1.582253183	0.00775762	2.89E-02
35.97029	1.555943939	0.008474744	2.73E-02
33.86811	1.529790962	0.009333735	3.28E-02
31.86805	1.50335549	0.010101988	2.91E-02
30.01135	1.477285532	0.010992552	3.42E-02
28.24437	1.450931892	0.011905663	3.46E-02
26.57922	1.424542232	0.012761822	3.24E-02
24.99926	1.397927153	0.013621501	3.23E-02
23.50515	1.371163027	0.014604738	3.67E-02
22.09986	1.344389522	0.015353384	2.80E-02
20.76821	1.317399067	0.016274246	3.41E-02
19.50812	1.290215418	0.017133611	3.16E-02
18.33565	1.26329631	0.017903963	2.86E-02
17.20774	1.235723835	0.018767874	3.13E-02
16.15356	1.208268249	0.019530745	2.78E-02
15.15751	1.180627863	0.020265923	2.66E-02
14.22046	1.152913645	0.021053203	2.84E-02
13.32666	1.124721318	0.021775239	2.56E-02
12.4919	1.096628499	0.022420772	2.30E-02
11.69803	1.068112731	0.023015706	2.09E-02
10.93636	1.038872798	0.02363166	2.11E-02
10.23267	1.009988969	0.024140421	1.76E-02
9.571014	0.980957951	0.024705037	1.94E-02
8.942469	0.951457443	0.025235026	1.80E-02
8.352689	0.921826311	0.025697032	1.56E-02
7.791242	0.891606694	0.026100259	1.33E-02
7.259522	0.860908026	0.026514617	1.35E-02
6.76189	0.830068102	0.026984605	1.52E-02
6.287986	0.798511566	0.02728698	9.58E-03
5.843479	0.766671488	0.027629752	1.08E-02
5.418482	0.733877635	0.027962588	1.01E-02
5.023302	0.700989289	0.028263464	9.15E-03
4.647003	0.667172953	0.028520398	7.60E-03
4.295589	0.633022722	0.028803562	8.29E-03
3.958263	0.597504647	0.029120715	8.93E-03
3.645596	0.561768539	0.029285654	4.62E-03
3.3425	0.524071416	0.029495366	5.56E-03
3.064248	0.486323911	0.029734605	6.34E-03
2.798142	0.44686975	0.029916548	4.61E-03
2.54821	0.406235216	0.030121395	5.04E-03
2.31274	0.364126812	0.030224058	2.44E-03
2.088453	0.319824706	0.030434081	4.74E-03
1.877695	0.27362505	0.030548207	2.47E-03
1.678307	0.224871406	0.030769597	4.54E-03
1.489374	0.173003768	0.030867245	1.88E-03
1.312215	0.118004998	0.030990317	2.24E-03
1.143494	0.05823389	0.031082859	1.55E-03
0.9854564	-0.006362586	0.031196945	1.77E-03
0.8359724	-0.077808061	0.031242058	6.31E-04
0.6952894	-0.157834392	0.031336795	1.18E-03
0.5617766	-0.250436355	0.031473435	1.48E-03
0.4359883	-0.360525165	0.031559608	7.83E-04
0.3171585	-0.498723645	0.031633061	5.31E-04
0.2056542	-0.686862417	0.031711539	4.17E-04
0.09849745	-1.006575013	0.031799568	2.75E-04
			
			
